Gene Name	Young -Dox	Young +Dox	Sen -Dox	Sen +Dox
LINC00578	12.07	18.64	19.07	7.59
KCNMB2-IT1	0.8	0	0.64	1.08
KCNMB2	16.9	14.59	182.46	24.93
KCNMB2	16.9	14.59	182.46	24.93
KCNMB2	16.9	14.59	182.46	24.93
ZMAT3	406.45	511.43	415.15	910.49
PIK3CA	3.22	6.48	32.42	23.85
PIK3CA	3.22	6.48	32.42	23.85
KCNMB3	10.46	4.86	9.54	9.76
ZNF639	47.49	62.41	40.05	61.78
MFN1	36.22	35.66	56.58	75.87
MFN1	36.22	35.66	56.58	75.87
GNB4	152.92	154.81	127.15	230.88
ACTL6A	141.65	147.51	123.97	174.51
MRPL47	82.9	98.07	97.27	119.23
NDUFB5	237.43	259.36	271.47	358.78
USP13	90.95	69.7	90.91	69.37
USP13	90.95	69.7	90.91	69.37
PEX5L	10.46	13.78	24.16	29.27
CCDC39	3.22	2.43	4.45	3.25
CCDC39	3.22	2.43	4.45	3.25
CCDC39	3.22	2.43	4.45	3.25
FXR1	97.39	123.2	110.62	209.2
DNAJC19	76.46	84.29	70.57	89.97
SOX2-OT	26.56	24.32	119.52	36.85
SOX2-OT	26.56	24.32	119.52	36.85
SOX2-OT	26.56	24.32	119.52	36.85
SOX2-OT	26.56	24.32	119.52	36.85
SOX2-OT	26.56	24.32	119.52	36.85
SOX2-OT	26.56	24.32	119.52	36.85
SOX2-OT	24.15	17.83	116.98	28.18
SOX2-OT	24.15	17.83	116.98	28.18
SOX2	9.66	4.86	8.26	10.84
SOX2	9.66	4.86	8.26	10.84
SOX2	9.66	4.86	8.26	10.84
SOX2	9.66	4.86	8.26	10.84
SOX2	9.66	4.86	8.26	10.84
SOX2	9.66	4.86	8.26	10.84
ATP11B	70.02	82.67	85.83	182.1
ATP11B	70.02	82.67	85.83	182.1
DCUN1D1	13.68	25.13	35.6	55.28
MCCC1	90.14	106.99	99.81	88.88
MCCC1	90.14	106.99	99.81	88.88
MCCC1	90.14	106.99	99.81	88.88
LAMP3	1.61	0.81	3.81	13.01
B3GNT5	10.46	14.59	14.62	13.01
B3GNT5	10.46	14.59	14.62	13.01
B3GNT5	10.46	14.59	14.62	13.01
B3GNT5	10.46	14.59	14.62	13.01
B3GNT5	10.46	14.59	14.62	13.01
LOC100505687	24.15	24.32	26.7	39.02
KLHL6	1.61	1.62	1.27	3.25
KLHL24	95.78	105.37	101.09	227.62
YEATS2	305.85	376.08	305.16	481.26
YEATS2	305.85	376.08	305.16	481.26
MAP6D1	37.83	38.9	35.6	59.62
PARL	255.14	276.38	278.46	253.64
ABCC5-AS1	143.26	141.03	143.68	175.6
ABCC5-AS1	143.26	141.03	143.68	175.6
ABCC5-AS1	143.26	141.03	143.68	175.6
HTR3D	0	0	0	0
HTR3C	0.8	0	0.64	0
HTR3E	0.8	0	1.91	0
EIF2B5	345.28	372.83	305.8	280.74
DVL3	1690.2	1513.22	1329.37	1548.92
DVL3	1690.2	1513.22	1329.37	1548.92
AP2M1	5383.68	6107.19	5437.01	9129.86
ABCF3	544.08	517.11	582.35	549.55
MIR1224	0.8	0.81	3.18	3.25
MIR1224	0.8	0.81	3.18	3.25
MIR1224	0.8	0.81	3.18	3.25
ECE2	87.73	101.31	96	128.99
ECE2	87.73	101.31	96	128.99
ECE2	87.73	101.31	96	128.99
PSMD2	1966.26	2382.09	1981.66	3302.7
SNORD66	5567.19	5504.17	4455.4	6462.33
SNORD66	5567.19	5504.17	4455.4	6462.33
FAM131A	140.85	158.86	134.78	124.65
CLCN2	33.8	38.09	39.42	31.43
CLCN2	33.8	38.09	39.42	31.43
POLR2H	253.53	268.28	235.87	213.53
THPO	2.41	5.67	1.91	3.25
CHRD	107.85	128.87	78.2	47.69
EPHB3	446.7	516.29	338.22	137.66
MAGEF1	436.23	495.22	425.32	418.39
VPS8	52.32	74.57	137.96	104.06
VPS8	52.32	74.57	137.96	104.06
C3orf70	49.9	55.93	34.97	33.6
EHHADH-AS1	5.63	4.86	8.26	8.67
EHHADH-AS1	5.63	4.86	8.26	8.67
MAP3K13	6475.87	6608.09	4946.2	3592.11
MAP3K13	6475.87	6608.09	4946.2	3592.11
TMEM41A	131.19	159.67	166.57	210.28
TMEM41A	131.19	159.67	166.57	210.28
LIPH	5.63	1.62	3.18	34.69
SENP2	106.24	115.09	103.63	132.24
C3orf65	226.16	295.84	197.09	287.24
C3orf65	226.16	295.84	197.09	287.24
C3orf65	226.16	295.84	197.09	287.24
TRA2B	343.67	393.91	360.48	369.62
LOC344887	12.88	7.29	8.9	16.26
LOC344887	12.88	7.29	8.9	16.26
ETV5	412.89	478.2	375.73	766.33
DGKG	7.24	7.29	6.99	4.34
LOC253573	1.61	0	1.27	0
TBCCD1	53.12	69.7	64.21	96.47
TBCCD1	53.12	69.7	64.21	96.47
DNAJB11	325.97	382.56	338.86	601.58
AHSG	0.8	0	0.64	0
FETUB	0	0	0	0
FETUB	0	0	0	0
KNG1	3.22	0.81	3.18	2.17
RFC4	31.39	42.15	37.51	35.77
RFC4	31.39	42.15	37.51	35.77
RFC4	31.39	42.15	37.51	35.77
ADIPOQ-AS1	0	0	0	0
ST6GAL1	25.76	51.06	45.14	81.29
RPL39L	148.09	175.07	142.41	111.64
RTP1	0	0	0	0
MASP1	5398.17	8808.62	7901.84	1272.52
MASP1	5398.17	8808.62	7901.84	1272.52
RTP4	12.88	17.83	20.34	6.5
SST	16.1	2.43	17.17	0
LOC100131635	0.8	0	1.27	0
RTP2	268.82	202.63	198.36	152.83
LPP	36.22	29.18	17.8	23.85
LPP	144.87	134.54	335.68	368.53
LPP	144.87	134.54	335.68	368.53
LPP	144.87	134.54	335.68	368.53
TPRG1-AS2	2.41	3.24	9.54	4.34
TP63	8.05	4.86	12.72	9.76
LEPREL1	53.12	128.87	127.15	213.53
CLDN1	4.02	1.62	5.72	99.72
CLDN16	0	0	1.27	2.17
TMEM207	0.8	0	0.64	0
IL1RAP	6.44	7.29	6.36	23.85
GMNC	0	0	0	0
OSTN	0.8	0.81	3.18	3.25
CCDC50	26.56	48.63	49.59	66.12
UTS2B	266.41	333.93	335.04	565.81
UTS2B	266.41	333.93	335.04	565.81
FGF12	12.07	9.73	73.11	7.59
MB21D2	74.85	116.71	106.17	114.9
MGC2889	0	0	1.27	8.67
MGC2889	0	0	1.27	8.67
ATP13A5	0.8	1.62	2.54	1.08
ATP13A4	4.83	0.81	10.81	7.59
ATP13A4	4.83	0.81	10.81	7.59
OPA1-AS1	22.54	18.64	145.59	78.04
DPPA2P3	0	0	7.63	0
DPPA2P3	0	0	7.63	0
HES1	19.32	27.56	22.89	35.77
LOC100131551	0	0	0	0
CPN2	0	0	0	0
LRRC15	73.24	34.85	50.22	214.62
GP5	0	1.62	0	0
ATP13A3	153.73	197.76	227.6	285.07
FLJ34208	4.02	7.29	1.27	2.17
FLJ34208	4.02	7.29	1.27	2.17
TMEM44	181.09	192.09	153.85	92.13
TMEM44	181.09	192.09	153.85	92.13
TMEM44	181.09	192.09	153.85	92.13
LSG1	174.65	180.74	220.61	262.31
FAM43A	1167.85	1633.99	1541.08	1316.96
XXYLT1	594.79	711.63	708.87	879.06
ACAP2	47.49	64.84	117.62	148.5
ACAP2	47.49	64.84	117.62	148.5
PPP1R2	86.12	107.8	102.36	188.6
APOD	2322.81	3462.5	2392.36	267.73
SDHAP2	145.68	162.1	247.31	135.49
SDHAP2	145.68	162.1	247.31	135.49
SDHAP2	145.68	162.1	247.31	135.49
SDHAP2	145.68	162.1	247.31	135.49
SDHAP2	145.68	162.1	247.31	135.49
MIR570	3.22	0	2.54	0
MUC20	8.85	2.43	17.17	8.67
MUC4	0.8	1.62	5.09	0
TNK2	981.92	938.57	695.52	655.77
TNK2	1121.97	1011.52	778.17	692.63
SDHAP1	155.34	175.88	220.61	121.4
SDHAP1	155.34	175.88	220.61	121.4
TFRC	421.74	490.36	527.68	959.27
ZDHHC19	0.8	0.81	2.54	1.08
SLC51A	20.93	24.32	20.34	27.1
PCYT1A	234.21	213.16	262.57	395.63
PCYT1A	234.21	213.16	262.57	395.63
TCTEX1D2	62.78	51.87	55.95	68.29
TCTEX1D2	62.78	51.87	55.95	68.29
TM4SF19-TCTEX1D2	2.41	4.05	4.45	2.17
TM4SF19-TCTEX1D2	2.41	4.05	4.45	2.17
UBXN7	49.1	72.14	64.21	114.9
UBXN7	49.1	72.14	64.21	114.9
UBXN7	49.1	72.14	64.21	114.9
RNF168	57.95	69.7	61.03	79.13
RNF168	57.95	69.7	61.03	79.13
C3orf43	0	0.81	0.64	1.08
WDR53	37.02	38.9	39.42	46.61
FBXO45	41.05	34.85	39.42	82.38
LRRC33	87.73	32.42	60.4	18.43
CEP19	27.37	27.56	32.42	31.43
PIGX	86.92	88.35	80.11	119.23
PAK2	267.21	306.37	301.35	484.51
SENP5	82.1	108.61	165.93	198.36
NCBP2	204.43	275.57	229.51	394.55
NCBP2	204.43	275.57	229.51	394.55
LOC152217	153.73	152.38	156.4	136.57
PIGZ	126.36	177.5	156.4	199.44
MFI2-AS1	155.34	111.85	110.62	33.6
MFI2-AS1	155.34	111.85	110.62	33.6
MFI2-AS1	155.34	111.85	110.62	33.6
DLG1	66	68.89	225.06	298.08
DLG1	0.8	2.43	4.45	2.17
BDH1	45.88	26.75	74.38	18.43
LOC220729	56.34	51.06	87.1	44.44
LOC220729	56.34	51.06	87.1	44.44
LOC220729	56.34	51.06	87.1	44.44
LOC220729	56.34	51.06	87.1	44.44
LOC220729	56.34	51.06	87.1	44.44
LOC220729	56.34	51.06	87.1	44.44
KIAA0226	263.99	252.07	255.57	239.55
FYTTD1	104.63	132.11	129.06	378.29
LRCH3	553.74	584.38	552.47	443.32
LRCH3	553.74	584.38	552.47	443.32
IQCG	23.34	17.83	24.79	45.52
RPL35A	4229.52	3919.62	3330.74	2567.81
LMLN	6.44	12.16	19.07	47.69
ANKRD18DP	0	0	0	0
NDUFB4	256.75	302.32	274.01	225.46
NDUFB4	256.75	302.32	274.01	225.46
NDUFB4	256.75	302.32	274.01	225.46
NDUFB4	256.75	302.32	274.01	225.46
CCRL2	0	0	0	0
ZNF718	36.22	38.09	173.56	30.35
ZNF718	36.22	38.09	173.56	30.35
ZNF718	36.22	38.09	173.56	30.35
ZNF876P	3.22	2.43	26.7	8.67
ZNF732	4.02	4.86	10.81	1.08
ZNF141	593.98	533.32	507.97	313.25
ABCA11P	28.17	26.75	75.66	39.02
PIGG	323.55	352.57	331.23	447.66
PIGG	323.55	352.57	331.23	447.66
PIGG	323.55	352.57	331.23	447.66
PIGG	323.55	352.57	331.23	447.66
PDE6B	11.27	9.73	15.26	16.26
PDE6B	11.27	9.73	15.26	16.26
ATP5I	709.08	635.44	719.04	657.94
MFSD7	141.65	90.78	135.42	155
MFSD7	141.65	90.78	135.42	155
MFSD7	141.65	90.78	135.42	155
PCGF3	321.14	354.19	350.94	521.37
PCGF3	321.14	354.19	350.94	521.37
PCGF3	321.14	354.19	350.94	521.37
CPLX1	17.71	11.35	35.6	13.01
GAK	985.95	827.53	848.1	656.86
TMEM175	302.63	298.27	244.77	231.96
TMEM175	302.63	298.27	244.77	231.96
DGKQ	556.96	428.76	435.49	377.2
IDUA	177.07	154	148.77	134.41
IDUA	177.07	154	148.77	134.41
FGFRL1	548.11	492.79	513.69	954.93
RNF212	10.46	17.83	17.8	29.27
SPON2	3771.56	1533.48	2590.72	505.11
SPON2	3771.56	1533.48	2590.72	505.11
SPON2	3771.56	1533.48	2590.72	505.11
SPON2	3578.39	1477.56	2470.56	481.26
SPON2	3771.56	1533.48	2590.72	505.11
SPON2	3585.63	1478.37	2478.82	481.26
SPON2	3771.56	1533.48	2590.72	505.11
CTBP1	2390.42	2374.79	2099.27	1816.65
CTBP1	2390.42	2374.79	2099.27	1816.65
CTBP1	2390.42	2374.79	2099.27	1816.65
CTBP1-AS1	238.24	229.37	186.91	200.53
CTBP1-AS1	238.24	229.37	186.91	200.53
MAEA	639.86	754.58	654.83	692.63
UVSSA	73.24	64.84	89.64	59.62
CRIPAK	56.34	45.39	51.5	67.2
FAM53A	31.39	31.61	31.15	24.93
FAM53A	31.39	31.61	31.79	24.93
FAM53A	31.39	31.61	31.15	24.93
SLBP	272.04	286.92	268.29	305.67
TMEM129	1134.85	1177.67	1077.61	848.71
TACC3	395.18	423.09	258.12	95.38
FGFR3	16.1	23.5	43.23	9.76
LETM1	622.15	578.7	610.96	548.46
WHSC1	192.36	235.86	180.56	152.83
MIR943	421.74	444.16	396.08	310
C4orf48	321.14	391.48	387.18	342.52
C4orf48	321.14	391.48	387.18	342.52
NAT8L	20.12	9.73	16.53	37.94
POLN	21.73	15.4	24.79	24.93
POLN	21.73	15.4	24.79	24.93
MIR4800	2817.8	2894.33	2533.5	2201.44
MIR4800	2817.8	2894.33	2533.5	2201.44
ZFYVE28	143.26	133.73	197.72	201.61
ZFYVE28	143.26	133.73	197.72	201.61
LOC402160	1.61	2.43	5.09	2.17
RNF4	557.77	653.27	515.6	553.88
FAM193A	329.19	340.41	314.7	292.66
FAM193A	329.19	340.41	314.7	292.66
TNIP2	630.2	608.69	640.84	403.22
SH3BP2	836.25	820.24	675.18	394.55
ADD1	3129.28	3229.07	2718.5	2764
ADD1	3129.28	3229.07	2718.5	2764
MFSD10	1003.66	1188.21	1012.13	1010.21
NOP14	504.64	483.87	510.51	505.11
NOP14	504.64	483.87	510.51	505.11
NOP14	504.64	483.87	510.51	505.11
NOP14	504.64	483.87	510.51	505.11
NOP14	504.64	483.87	510.51	505.11
NOP14	504.64	483.87	510.51	505.11
GRK4	109.46	99.69	118.89	139.83
HTT	449.11	440.92	450.12	473.67
MSANTD1	0.8	0.81	1.27	1.08
RGS12	194.78	209.11	164.66	122.48
HGFAC	0	0.81	0	0
DOK7	8.85	3.24	23.52	6.5
LRPAP1	1993.63	2163.25	2238.51	2346.69
LRPAP1	1993.63	2163.25	2238.51	2346.69
FLJ35424	0	0	0.64	0
FLJ35424	0	0	0.64	0
LOC100133461	0	0	0	0
ADRA2C	4.02	4.05	8.26	10.84
FAM86EP	53.12	48.63	55.31	54.2
FAM86EP	53.12	48.63	55.31	54.2
OTOP1	69.22	50.25	52.13	28.18
TMEM128	80.49	115.9	96	130.07
LYAR	24.15	19.45	25.43	29.27
ZBTB49	24.95	21.88	31.79	22.76
ZBTB49	24.95	21.88	31.79	22.76
NSG1	2.41	1.62	5.72	4.34
NSG1	2.41	1.62	5.72	4.34
LOC100507266	24.95	18.64	52.77	21.68
LOC100507266	24.95	18.64	52.77	21.68
MSX1	168.21	154	111.26	81.29
CYTL1	0	0	0	0
STK32B	354.14	242.34	273.38	109.48
STK32B	354.14	242.34	273.38	109.48
C4orf6	0	0	0	0
EVC2	167.41	177.5	141.77	127.9
CRMP1	346.89	369.59	313.43	280.74
CRMP1	346.89	369.59	313.43	280.74
MIR378D1	0	0	0	0
JAKMIP1	3.22	4.05	22.25	4.34
LOC285484	0	0	0.64	0
WFS1	979.51	1093.38	958.72	1171.72
PPP2R2C	6.44	5.67	158.3	8.67
MAN2B2	1124.38	1415.15	1304.58	1348.4
MRFAP1	2049.16	2630.1	2384.73	2992.7
LOC93622	116.7	145.89	150.04	170.18
LOC93622	116.7	145.89	150.04	170.18
S100P	0	0	1.27	0
MRFAP1L1	291.36	379.32	307.07	394.55
BLOC1S4	211.68	222.89	228.87	158.25
KIAA0232	68.41	89.16	224.42	170.18
TBC1D14	493.38	583.57	529.59	567.97
TBC1D14	433.01	533.32	460.92	514.86
CCDC96	354.14	410.93	366.83	432.48
CCDC96	23.34	28.37	27.34	29.27
GRPEL1	142.46	167.78	158.3	209.2
FLJ36777	3.22	4.86	4.45	2.17
MIR4274	77.27	92.4	587.44	91.05
MIR4274	77.27	92.4	587.44	91.05
AFAP1	965.83	975.85	854.46	1724.52
AFAP1	965.83	975.85	854.46	1724.52
ABLIM2	12.88	8.11	24.79	11.92
ABLIM2	12.88	8.11	24.79	11.92
SH3TC1	12.07	13.78	24.79	9.76
SH3TC1	12.07	13.78	24.79	9.76
HTRA3	151.31	174.26	64.21	20.59
ACOX3	124.75	139.41	304.53	259.06
ACOX3	124.75	139.41	304.53	259.06
ACOX3	124.75	139.41	304.53	259.06
TRMT44	82.9	80.24	89.64	78.04
CPZ	3901.94	5839.72	5397.59	1008.05
CPZ	3901.94	5839.72	5397.59	1008.05
USP17L10	0.8	0	0	0
DEFB131	0	0.81	0.64	0
LOC650293	0	0	0	0
DRD5	0	0	0	0
SLC2A9	36.22	35.66	32.42	26.01
MIR3138	3855.26	4350.01	3353.63	4369.28
MIR3138	3855.26	4350.01	3353.63	4369.28
ZNF518B	32.19	43.77	35.6	72.62
CLNK	3.22	4.05	7.63	7.59
HS3ST1	0	0	2.54	1.08
HS3ST1	0	0	2.54	1.08
RAB28	74.05	96.45	125.24	112.73
RAB28	74.05	96.45	125.24	112.73
RAB28	74.05	96.45	125.24	112.73
RAB28	74.05	96.45	125.24	112.73
LOC285547	0	0	0	0
LOC285547	0	0	0	0
NKX3-2	13.68	4.86	9.54	26.01
LOC285548	0	0	0	0
BOD1L1	28.97	46.2	52.13	100.8
MIR5091	0	0	0	0
LOC152742	15.29	12.97	5.72	11.92
LOC152742	15.29	12.97	5.72	11.92
LOC152742	15.29	12.97	5.72	11.92
LOC152742	15.29	12.97	5.72	11.92
LOC441009	3.22	0	4.45	1.08
LOC441009	3.22	0	4.45	1.08
LOC441009	3.22	0	4.45	1.08
LOC441009	3.22	0	4.45	1.08
CPEB2	70.83	53.49	63.58	162.59
C1QTNF7	1.61	0	7.63	1.08
CC2D2A	202.82	208.3	169.75	184.27
CC2D2A	202.82	208.3	169.75	184.27
CC2D2A	202.82	208.3	169.75	184.27
FBXL5	142.46	158.86	143.68	273.15
FAM200B	59.56	55.93	78.2	98.64
FAM200B	59.56	55.93	78.2	98.64
BST1	278.48	205.06	233.32	324.09
CD38	4.02	3.24	2.54	4.34
FGFBP1	0	0	0	0
FGFBP2	0	1.62	0	0
PROM1	1.61	2.43	5.72	1.08
TAPT1	20.12	33.23	56.58	114.9
TAPT1-AS1	1039.07	941	876.08	644.93
MIR548AX	313.89	508.19	272.1	148.5
MIR548AX	313.89	508.19	272.1	148.5
MIR548AX	313.89	508.19	272.1	148.5
QDPR	269.63	262.61	303.26	303.5
QDPR	269.63	262.61	303.26	303.5
CLRN2	0.8	1.62	0	0
LAP3	189.95	227.75	197.72	244.97
MED28	167.41	188.85	195.81	169.09
FAM184B	25.76	12.16	34.33	20.59
FAM184B	25.76	12.16	34.33	20.59
DCAF16	143.26	158.05	153.22	157.17
LCORL	8.85	19.45	61.67	22.76
LCORL	8.85	19.45	61.67	22.76
SLIT2-IT1	622.96	684.88	484.45	315.42
SLIT2-IT1	622.96	684.88	484.45	315.42
PACRGL	28.17	25.13	43.87	36.85
KCNIP4	15.29	21.88	48.32	27.1
KCNIP4	15.29	21.88	48.32	27.1
KCNIP4	16.9	25.13	55.31	32.52
LOC100505912	0	0	1.27	0
GPR125	172.24	303.13	223.15	210.28
GBA3	299.41	407.69	315.34	540.88
GBA3	299.41	407.69	315.34	540.88
GBA3	299.41	407.69	315.34	540.88
GBA3	299.41	407.69	315.34	540.88
GBA3	299.41	407.69	315.34	540.88
GBA3	299.41	407.69	315.34	540.88
GBA3	299.41	407.69	315.34	540.88
GBA3	299.41	407.69	315.34	540.88
PPARGC1A	8.85	10.54	19.07	6.5
PPARGC1A	8.85	10.54	19.07	6.5
DHX15	256.75	365.54	390.36	369.62
SOD3	4857.31	5733.55	3310.39	494.27
CCDC149	259.97	212.35	265.11	175.6
CCDC149	259.97	212.35	265.11	175.6
CCDC149	259.97	212.35	265.11	175.6
LGI2	0	1.62	1.91	1.08
SEPSECS	8.85	13.78	20.98	14.09
LOC285540	10.46	1.62	19.07	7.59
PI4K2B	37.02	56.74	33.7	79.13
ZCCHC4	34.61	34.85	35.6	52.03
ANAPC4	21.73	25.94	53.4	49.86
ANAPC4	21.73	25.94	53.4	49.86
SLC34A2	0	0.81	1.91	1.08
SEL1L3	54.73	50.25	34.33	396.71
SMIM20	143.26	136.98	127.79	130.07
RBPJ	86.92	128.06	129.06	220.04
RBPJ	86.92	128.06	129.06	220.04
CCKAR	0.8	0	1.27	0
TBC1D19	30.58	31.61	38.78	109.48
STIM2	41.05	61.6	45.77	100.8
STIM2	41.05	61.6	45.77	100.8
PCDH7	78.88	44.58	48.95	47.69
ARAP2	3.22	0.81	12.72	1.08
ARAP2	3.22	0.81	12.72	1.08
ARAP2	3.22	0.81	12.72	1.08
ARAP2	3.22	0.81	12.72	1.08
ARAP2	3.22	0.81	12.72	1.08
ARAP2	3.22	0.81	12.72	1.08
DTHD1	0.8	0	3.81	0
DTHD1	0.8	0	3.81	0
C4orf19	13.68	4.86	78.2	7.59
C4orf19	13.68	4.86	78.2	7.59
C4orf19	13.68	4.86	78.2	7.59
PGM2	47.49	56.74	48.32	74.79
PTTG2	288.14	353.38	380.82	343.6
PTTG2	288.14	353.38	380.82	343.6
PTTG2	288.14	353.38	380.82	343.6
KLF3	18.51	9.73	21.62	11.92
KLF3	18.51	9.73	21.62	11.92
KLF3	18.51	9.73	21.62	11.92
TLR10	0	0	0	0
TLR1	0	0	0	1.08
TLR6	3.22	3.24	2.54	2.17
MIR574	803.25	983.15	652.92	1261.68
TMEM156	4.02	3.24	5.09	4.34
KLHL5	217.31	362.3	293.08	932.17
WDR19	62.78	59.98	66.75	73.71
WDR19	62.78	59.98	66.75	73.71
RFC1	32.19	50.25	65.48	122.48
KLB	8.85	3.24	5.72	4.34
RPL9	1158.99	1177.67	1005.13	850.88
RPL9	1158.99	1177.67	1005.13	850.88
LIAS	24.95	27.56	18.44	22.76
LOC401127	55.54	68.89	50.22	36.85
UGDH	292.16	331.5	281.01	378.29
UGDH-AS1	563.4	600.59	567.1	847.63
UGDH-AS1	563.4	600.59	567.1	847.63
UGDH-AS1	563.4	600.59	567.1	847.63
SMIM14	197.19	205.87	217.43	328.43
UBE2K	206.85	269.09	308.98	404.3
UBE2K	206.85	269.09	308.98	404.3
PDS5A	237.43	289.35	300.08	328.43
PDS5A	199.6	241.53	209.8	204.86
LOC344967	5.63	7.29	26.7	9.76
LOC344967	5.63	7.29	26.7	9.76
RHOH	2.41	0.81	3.81	2.17
CHRNA9	0	1.62	1.27	5.42
RBM47	22.54	22.69	417.69	40.11
NSUN7	8.05	17.02	29.24	29.27
APBB2	179.48	224.51	363.65	812.94
UCHL1	3515.61	3370.1	4272.93	9251.26
LIMCH1	127.97	208.3	183.73	1029.72
LIMCH1	127.97	208.3	183.73	1029.72
PHOX2B	1.61	2.43	0.64	2.17
TMEM33	119.92	155.62	145.59	276.4
TMEM33	119.92	155.62	145.59	276.4
TMEM33	119.92	155.62	145.59	276.4
TMEM33	119.92	155.62	145.59	276.4
DCAF4L1	1.61	4.05	2.54	3.25
SLC30A9	47.49	87.54	94.09	172.34
BEND4	1.61	2.43	3.81	2.17
BEND4	1.61	2.43	3.81	2.17
SHISA3	0	0	0	0
MIR548M	8.05	5.67	19.07	6.5
GRXCR1	1.61	0	3.18	4.34
KCTD8	3.22	1.62	8.9	5.42
YIPF7	0	0.81	1.27	0
GUF1	17.71	23.5	29.88	42.27
GNPDA2	30.58	51.06	36.87	72.62
GABRG1	0	0.81	0.64	2.17
GABRG1	0	0.81	0.64	2.17
GABRA2	0.8	1.62	3.18	1.08
COX7B2	2.41	0.81	6.99	1.08
GABRA4	0	0	1.91	2.17
GABRB1	13.68	7.29	8.9	5.42
COMMD8	16.9	28.37	24.79	50.94
ATP10D	100.61	116.71	132.24	570.14
ATP10D	100.61	116.71	132.24	570.14
CORIN	1024.58	1044.75	817.59	569.06
CORIN	1024.58	1044.75	817.59	569.06
NFXL1	5.63	8.11	25.43	15.17
NFXL1	5.63	8.11	25.43	15.17
CNGA1	1.61	2.43	5.09	0
CNGA1	1.61	2.43	5.09	0
NIPAL1	0.8	2.43	3.81	1.08
TXK	0.8	1.62	6.99	0
TEC	6.44	6.48	41.32	4.34
SLAIN2	155.34	154.81	157.03	332.76
SLAIN2	155.34	154.81	157.03	332.76
SLC10A4	0	0	0	1.08
ZAR 1.00	0	0	0	0
FRYL	12.07	20.26	89.64	57.45
FRYL	12.07	20.26	89.64	57.45
OCIAD1	288.14	330.69	323.6	473.67
OCIAD2	87.73	83.48	78.83	134.41
CWH43	29.78	33.23	33.06	75.87
DCUN1D4	47.49	55.93	69.3	89.97
LRRC66	0	0.81	4.45	2.17
SGCB	214.09	331.5	229.51	587.48
SPATA18	84.51	127.25	125.88	224.37
USP46	41.05	41.34	45.77	83.46
USP46	41.05	41.34	45.77	83.46
SNORA26	0	0	96	1.08
SNORA26	0	0	96	1.08
ERVMER34-1	0	0.81	1.27	1.08
RASL11B	2.41	2.43	1.27	2.17
SCFD2	173.85	188.04	294.36	382.62
SCFD2	173.85	188.04	294.36	382.62
SCFD2	173.85	188.04	294.36	382.62
FIP1L1	90.14	141.03	160.85	178.85
FIP1L1	90.14	141.03	160.85	178.85
LNX1-AS1	19.32	17.83	44.5	17.34
LNX1-AS1	19.32	17.83	44.5	17.34
LNX1-AS1	19.32	17.83	44.5	17.34
RPL21P44	4.02	3.24	1.27	2.17
CHIC2	204.43	273.95	202.81	493.18
GSX2	2.41	1.62	1.27	0
PDGFRA	584.33	1191.45	542.94	386.96
KIT	134.41	79.43	85.83	5.42
KIT	134.41	79.43	85.83	5.42
KIT	134.41	79.43	85.83	5.42
KDR	0	0	2.54	0
SRD5A3-AS1	55.54	55.93	48.32	68.29
SRD5A3-AS1	55.54	55.93	48.32	68.29
SRD5A3-AS1	55.54	55.93	48.32	68.29
TMEM165	686.54	919.93	819.49	987.45
CLOCK	33	42.96	165.93	131.15
CLOCK	33	42.96	165.93	131.15
CLOCK	33	42.96	165.93	131.15
PDCL2	0	0	2.54	0
NMU	0.8	0	1.27	1.08
LOC644145	0	0	0.64	0
EXOC1	18.51	38.09	57.22	91.05
CEP135	7.24	4.86	10.17	8.67
KIAA1211	24.95	20.26	25.43	45.52
AASDH	275.26	307.18	205.99	153.92
PPAT	17.71	12.97	17.8	19.51
PAICS	177.07	234.24	157.03	203.78
SRP72	119.92	179.93	140.5	301.33
ARL 9.00	4.02	4.86	3.81	1.08
HOPX	1.61	0	0.64	0
HOPX	1.61	0	0.64	0
SPINK2	2.41	0	1.91	0
REST	31.39	38.9	27.34	113.81
NOA1	206.04	235.86	212.34	151.75
POLR2B	663.2	729.46	480.63	985.28
IGFBP7	7949.56	11292.02	7966.05	9126.61
IGFBP7	7949.56	11292.02	7966.05	9126.61
IGFBP7	7949.56	11292.02	7966.05	9126.61
LPHN3	221.34	213.16	169.75	131.15
LPHN3	221.34	213.16	169.75	131.15
LPHN3	221.34	213.16	169.75	131.15
TECRL	0	0	3.81	1.08
TECRL	0	0	3.81	1.08
EPHA5	810.49	828.34	685.98	686.12
LOC100144602	2.41	0.81	3.18	1.08
CENPC1	12.07	12.16	36.24	24.93
CENPC1	12.07	12.16	36.24	24.93
STAP1	0	0.81	3.18	2.17
UBA6	24.15	26.75	54.04	58.53
UBA6	24.15	26.75	54.04	58.53
LOC550112	82.1	93.21	102.99	111.64
GNRHR	0	0.81	10.81	1.08
GNRHR	0	0.81	10.81	1.08
GNRHR	0	0.81	10.81	1.08
TMPRSS11D	0	0	13.99	0
TMPRSS11A	4.02	1.62	7.63	2.17
SYT14L	0	0	0.64	1.08
SYT14L	0	0	0.64	1.08
FTLP10	0	0	0.64	0
FTLP10	0	0	0.64	0
TMPRSS11B	0	0	0.64	1.08
YTHDC1	81.29	101.31	119.52	137.66
UGT2B17	0	0	0.64	1.08
UGT2B17	0	0	0.64	1.08
